Tenure;WarehouseToHome;NumberOfDeviceRegistered;PreferedOrderCat;SatisfactionScore;MaritalStatus;NumberOfAddress;Complain;DaySinceLastOrder;CashbackAmount;Churn
8.0;15.0;4;Grocery;3;Married;4;1;3.0;272.56.00;0
23.0;7.0;4;Phone;5;Married;4;0;3.0;160.08.00;0
13.0;15.0;3;Fashion;3;Single;10;0;13.0;234.99;0
6.0;13.0;4;Phone;3;Single;5;0;5.0;155.38.00;0
4.0;14.0;4;Phone;5;Single;5;1;4.0;146.66;1
8.0;6.0;3;Mobile;4;Single;2;0;1.0;12.096.000.000.000.000;0
5.0;9.0;5;Laptop & Accessory;5;Divorced;5;0;1.0;189.01.00;0
6.0;15.0;5;Laptop & Accessory;3;Single;9;0;3.0;153.46.00;1
3.0;10.0;4;Laptop & Accessory;4;Married;2;1;7.0;152.09.00;0
5.0;14.0;1;Laptop & Accessory;3;Divorced;6;0;3.0;151.75;0
1.0;6.0;5;Phone;3;Single;3;0;3.0;155.33.00;0
11.0;17.0;4;Phone;5;Married;2;1;4.0;152.82;0
10.0;11.0;3;Fashion;4;Single;2;1;9.0;176.42.00;0
8.0;9.0;5;Grocery;1;Married;4;0;8.0;279.27.00;0
11.0;11.0;4;Mobile;4;Single;2;0;3.0;124.04.00;0
1.0;10.0;4;Phone;5;Single;2;0;5.0;156.02.00;1
8.0;13.0;4;Laptop & Accessory;1;Single;4;0;3.0;149.05.00;0
5.0;16.0;3;Laptop & Accessory;1;Single;2;0;8.0;153.96;0
17.0;6.0;4;Laptop & Accessory;3;Single;5;0;2.0;159.85;0
8.0;14.0;4;Grocery;4;Married;2;1;0.0;23.576.999.999.999.900;0
6.0;17.0;4;Laptop & Accessory;1;Single;3;0;9.0;178.96;0
1.0;7.0;5;Phone;4;Single;3;0;1.0;153.36.00;0
3.0;11.0;3;Fashion;5;Married;1;0;8.0;184.12.00;0
8.0;23.0;5;Mobile;3;Married;2;0;2.0;12.305.000.000.000.000;0
16.0;12.0;4;Grocery;2;Married;5;1;0.0;266.27.00;0
14.0;9.0;5;Phone;3;Single;4;0;3.0;153.09.00;0
13.0;8.0;3;Mobile;5;Married;5;0;2.0;133.77;0
9.0;12.0;5;Mobile;3;Married;2;0;7.0;127.41.00;0
17.0;8.0;3;Fashion;3;Single;6;1;2.0;202.09.00;0
16.0;12.0;4;Grocery;1;Married;5;1;0.0;266.27.00;0
19.0;9.0;3;Grocery;3;Divorced;4;0;9.0;274.65;0
16.0;11.0;3;Mobile;2;Single;1;0;7.0;12.455.000.000.000.000;0
6.0;11.0;3;Laptop & Accessory;3;Divorced;2;0;1.0;145.39.00;0
14.0;12.0;4;Laptop & Accessory;4;Single;7;1;2.0;160.32.00;0
8.0;13.0;4;Mobile;1;Married;2;0;1.0;126.09.00;0
9.0;16.0;3;Fashion;1;Single;2;0;7.0;199.08.00;0
18.0;13.0;3;Fashion;5;Married;3;0;0.0;197.24.00;0
0.0;8.0;3;Laptop & Accessory;1;Married;1;0;2.0;142.27.00;0
8.0;7.0;3;Phone;3;Married;2;0;1.0;11.222.999.999.999.900;0
8.0;10.0;3;Mobile;1;Married;2;0;0.0;11.950.999.999.999.900;0
3.0;13.0;5;Phone;4;Married;3;0;1.0;153.04.00;0
4.0;11.0;4;Phone;3;Single;3;0;5.0;151.32.00;0
11.0;7.0;5;Laptop & Accessory;3;Married;3;0;8.0;184.93;0
1.0;11.0;4;Phone;3;Divorced;6;1;2.0;146.32.00;1
16.0;11.0;3;Fashion;5;Single;7;1;2.0;204.48.00;1
7.0;16.0;1;Laptop & Accessory;1;Married;2;0;2.0;147.24.00;0
5.0;19.0;4;Phone;1;Married;10;1;3.0;164.29.00;0
1.0;11.0;4;Laptop & Accessory;3;Divorced;2;1;3.0;171.14.00;1
4.0;10.0;4;Phone;3;Married;3;0;1.0;145.83;0
8.0;16.0;3;Mobile;4;Married;2;0;0.0;12.008.000.000.000.000;0
8.0;10.0;3;Laptop & Accessory;3;Single;2;1;1.0;142.49.00;0
0.0;11.0;3;Mobile;5;Married;2;1;0.0;12.397.999.999.999.900;1
5.0;12.0;3;Laptop & Accessory;3;Single;2;0;7.0;150.01.00;0
0.0;11.0;3;Fashion;3;Married;4;0;0.0;198.24.00;1
1.0;19.0;5;Phone;5;Married;3;0;1.0;145.33.00;1
11.0;11.0;4;Fashion;4;Divorced;4;0;3.0;220.61;0
2.0;9.0;3;Laptop & Accessory;3;Divorced;2;0;2.0;155.61;0
11.0;9.0;3;Laptop & Accessory;3;Single;4;1;2.0;143.17.00;0
11.0;7.0;4;Fashion;1;Married;4;1;3.0;261.03.00;0
15.0;8.0;3;Mobile;3;Married;1;1;0.0;12.696.000.000.000.000;0
4.0;11.0;4;Laptop & Accessory;2;Married;9;0;8.0;178.04.00;0
19.0;9.0;4;Laptop & Accessory;4;Married;2;0;8.0;173.05.00;0
0.0;11.0;3;Mobile;3;Divorced;2;0;2.0;126.01.00;1
10.0;13.0;3;Fashion;3;Single;5;0;2.0;236.64;0
3.0;16.0;4;Phone;3;Married;11;0;3.0;154.74;0
7.0;11.0;4;Fashion;1;Single;3;1;13.0;259.58.00;0
21.0;12.0;4;Others;3;Married;6;0;2.0;308.00.00;0
19.0;8.0;3;Grocery;3;Married;7;0;1.0;278.61;0
4.0;9.0;5;Laptop & Accessory;1;Married;3;0;9.0;166.52.00;0
21.0;9.0;4;Laptop & Accessory;4;Married;9;0;1.0;174.78;0
1.0;11.0;6;Laptop & Accessory;5;Single;10;0;3.0;174.69;1
19.0;11.0;3;Laptop & Accessory;3;Married;3;0;8.0;148.01.00;0
8.0;7.0;2;Laptop & Accessory;3;Divorced;2;0;9.0;174.00.00;0
13.0;8.0;1;Laptop & Accessory;4;Divorced;2;0;7.0;142.44.00;0
8.0;11.0;4;Laptop & Accessory;2;Single;5;0;2.0;136.81;0
12.0;7.0;5;Laptop & Accessory;1;Single;6;0;3.0;211.86;0
15.0;11.0;3;Grocery;4;Married;6;0;8.0;235.25.00;0
1.0;7.0;4;Phone;3;Single;2;0;6.0;145.58.00;1
0.0;11.0;3;Phone;1;Single;2;0;0.0;11.050.999.999.999.900;0
8.0;22.0;4;Fashion;4;Single;2;0;3.0;186.06.00;0
22.0;13.0;3;Fashion;4;Married;4;0;7.0;204.66;0
9.0;15.0;4;Laptop & Accessory;3;Married;3;0;10.0;166.48.00;0
3.0;9.0;4;Laptop & Accessory;1;Married;3;0;3.0;213.53.00;0
12.0;17.0;3;Fashion;2;Divorced;2;0;7.0;176.54.00;1
19.0;14.0;4;Phone;3;Divorced;6;1;3.0;169.77;0
19.0;11.0;4;Laptop & Accessory;3;Single;10;0;2.0;173.05.00;0
8.0;13.0;1;Grocery;3;Married;4;0;3.0;248.14.00;0
20.0;10.0;4;Fashion;4;Married;9;1;10.0;203.33.00;0
9.0;14.0;4;Phone;3;Married;3;0;1.0;149.04.00;0
17.0;11.0;5;Phone;3;Single;3;0;4.0;137.08.00;0
8.0;17.0;4;Phone;3;Single;3;1;3.0;154.36.00;1
7.0;11.0;3;Mobile;4;Married;2;1;3.0;12.341.999.999.999.900;1
1.0;22.0;4;Phone;1;Single;3;0;1.0;137.32.00;0
12.0;11.0;3;Laptop & Accessory;3;Single;1;0;7.0;145.34.00;0
9.0;7.0;4;Fashion;4;Divorced;3;0;7.0;197.95;0
2.0;11.0;3;Mobile;3;Single;2;0;0.0;12.641.999.999.999.900;0
4.0;9.0;4;Phone;4;Married;3;0;1.0;149.76;0
8.0;8.0;2;Grocery;1;Married;4;0;1.0;272.32.00;0
1.0;14.0;4;Phone;3;Divorced;3;1;3.0;153.86;1
20.0;20.0;4;Laptop & Accessory;4;Single;8;0;10.0;180.62;0
10.0;7.0;4;Laptop & Accessory;1;Married;2;0;11.0;164.74;0
1.0;7.0;4;Laptop & Accessory;4;Divorced;2;1;5.0;188.49.00;0
9.0;9.0;5;Fashion;4;Married;4;0;3.0;227.74;0
4.0;11.0;4;Laptop & Accessory;5;Single;2;0;8.0;168.12.00;0
4.0;11.0;3;Laptop & Accessory;3;Married;2;0;2.0;183.46.00;0
10.0;6.0;4;Laptop & Accessory;3;Married;2;0;7.0;159.93;0
13.0;7.0;3;Grocery;5;Married;3;0;16.0;268.23.00;0
1.0;17.0;5;Phone;5;Single;8;1;1.0;149.04.00;1
8.0;6.0;3;Fashion;4;Married;2;0;6.0;172.95;0
11.0;11.0;1;Mobile;3;Married;2;0;3.0;126.01.00;0
1.0;16.0;4;Phone;2;Single;3;0;3.0;151.01.00;0
15.0;15.0;3;Phone;1;Single;2;0;8.0;136.73;0
8.0;9.0;3;Fashion;3;Married;3;0;3.0;23.116.000.000.000.000;0
8.0;7.0;4;Phone;5;Divorced;4;0;1.0;145.66;0
1.0;11.0;2;Laptop & Accessory;3;Married;4;0;3.0;187.32.00;0
1.0;16.0;4;Phone;5;Single;3;0;3.0;152.28.00;0
20.0;10.0;4;Grocery;3;Married;5;0;10.0;299.65;0
0.0;18.0;3;Laptop & Accessory;1;Single;4;1;7.0;145.81;1
1.0;23.0;4;Phone;4;Married;4;1;3.0;148.73;1
6.0;22.0;3;Laptop & Accessory;1;Married;2;1;2.0;153.68;0
17.0;13.0;5;Laptop & Accessory;3;Single;3;1;9.0;165.81;0
7.0;9.0;4;Phone;1;Single;2;0;3.0;150.00.00;0
13.0;7.0;3;Laptop & Accessory;1;Married;5;0;3.0;165.13.00;0
5.0;14.0;4;Fashion;5;Married;4;0;3.0;221.37.00;0
0.0;8.0;4;Phone;1;Single;2;0;0.0;11.102.000.000.000.000;1
16.0;11.0;3;Fashion;5;Divorced;9;0;1.0;208.02.00;0
17.0;17.0;5;Laptop & Accessory;3;Married;3;0;1.0;177.57.00;0
9.0;7.0;6;Phone;1;Married;3;0;2.0;154.77;0
14.0;16.0;4;Phone;4;Married;10;1;1.0;161.17.00;0
9.0;23.0;4;Laptop & Accessory;4;Married;3;0;3.0;155.07.00;0
8.0;9.0;4;Laptop & Accessory;3;Single;4;0;3.0;165.33.00;0
7.0;7.0;3;Fashion;1;Single;2;0;1.0;198.88;0
1.0;11.0;5;Fashion;5;Married;3;0;11.0;198.36.00;1
19.0;11.0;5;Laptop & Accessory;5;Married;3;0;6.0;168.85;0
1.0;11.0;4;Laptop & Accessory;1;Married;3;1;9.0;181.17.00;1
8.0;7.0;5;Fashion;5;Divorced;11;0;3.0;229.82;1
6.0;20.0;3;Mobile;4;Married;2;0;6.0;127.56.00;0
13.0;12.0;3;Grocery;3;Single;8;0;13.0;232.37.00;0
13.0;8.0;1;Laptop & Accessory;3;Married;6;0;8.0;163.77;0
12.0;10.0;4;Fashion;3;Married;2;0;3.0;23.108.999.999.999.900;0
10.0;20.0;4;Phone;4;Divorced;5;0;5.0;146.43.00;0
1.0;11.0;5;Laptop & Accessory;3;Married;3;0;9.0;160.04.00;0
4.0;16.0;3;Fashion;3;Married;5;0;3.0;210.31.00;0
8.0;11.0;4;Fashion;4;Married;4;0;8.0;20.902.999.999.999.900;0
6.0;11.0;4;Phone;4;Divorced;4;0;3.0;164.31.00;0
5.0;11.0;3;Mobile;5;Single;2;0;2.0;12.438.999.999.999.900;0
17.0;11.0;5;Fashion;1;Married;7;0;1.0;23.298.000.000.000.000;0
22.0;11.0;5;Fashion;3;Single;9;0;9.0;234.99;0
8.0;16.0;3;Phone;2;Married;2;0;2.0;139.17.00;0
7.0;11.0;3;Mobile;3;Married;2;1;6.0;12.578.999.999.999.900;0
21.0;10.0;3;Fashion;1;Single;2;0;8.0;178.98;0
0.0;16.0;4;Fashion;5;Married;10;0;0.0;203.06.00;1
0.0;9.0;3;Laptop & Accessory;3;Married;1;0;2.0;149.99;0
0.0;7.0;4;Laptop & Accessory;3;Single;2;0;2.0;146.17.00;0
16.0;12.0;4;Others;3;Divorced;8;0;1.0;308.03.00;0
13.0;17.0;4;Fashion;3;Single;9;0;3.0;259.64;0
8.0;13.0;3;Mobile;5;Single;4;1;3.0;121.66;1
19.0;11.0;4;Others;4;Single;5;0;1.0;305.61;0
12.0;7.0;5;Laptop & Accessory;2;Single;6;0;3.0;211.86;0
1.0;11.0;2;Phone;2;Single;3;0;3.0;151.78;0
8.0;7.0;4;Others;4;Married;5;1;8.0;306.72;0
18.0;15.0;2;Phone;2;Divorced;4;1;3.0;153.18.00;0
8.0;11.0;4;Mobile;3;Single;6;1;3.0;120.28.00;1
16.0;11.0;4;Others;2;Divorced;3;0;16.0;317.32.00;0
5.0;15.0;4;Fashion;1;Married;3;0;10.0;232.93;0
9.0;11.0;1;Laptop & Accessory;1;Married;5;0;3.0;12.571.000.000.000.000;0
10.0;9.0;4;Laptop & Accessory;4;Married;6;1;1.0;194.62;0
0.0;9.0;4;Mobile;3;Single;2;0;0.0;132.03.00;0
20.0;14.0;4;Fashion;3;Married;8;0;8.0;233.45.00;0
3.0;9.0;4;Phone;4;Married;2;0;5.0;152.03.00;0
3.0;17.0;5;Laptop & Accessory;3;Single;11;0;5.0;183.69;0
16.0;15.0;4;Phone;3;Single;6;0;1.0;164.68;0
9.0;23.0;5;Fashion;4;Single;3;0;3.0;211.06.00;0
11.0;11.0;4;Fashion;4;Divorced;3;1;10.0;243.49.00;1
16.0;9.0;4;Grocery;5;Married;2;0;8.0;301.65;0
1.0;7.0;2;Fashion;4;Single;3;0;8.0;199.46.00;1
1.0;7.0;4;Fashion;5;Divorced;3;0;8.0;199.12.00;0
15.0;12.0;2;Phone;3;Divorced;4;1;4.0;146.27.00;0
5.0;11.0;3;Laptop & Accessory;4;Divorced;2;0;3.0;165.24.00;0
1.0;9.0;4;Laptop & Accessory;3;Single;3;1;5.0;169.78;0
8.0;22.0;4;Laptop & Accessory;5;Single;3;0;7.0;186.25.00;0
1.0;11.0;5;Phone;1;Married;2;0;5.0;156.62;0
1.0;15.0;5;Phone;4;Single;3;0;1.0;137.61;1
1.0;11.0;4;Phone;3;Married;2;1;1.0;152.41.00;1
22.0;9.0;4;Laptop & Accessory;5;Divorced;5;0;2.0;147.89;0
1.0;7.0;5;Phone;3;Married;3;0;4.0;145.07.00;0
11.0;11.0;4;Fashion;4;Married;4;0;3.0;220.61;0
9.0;11.0;3;Laptop & Accessory;2;Single;3;0;9.0;177.79;0
10.0;19.0;4;Laptop & Accessory;3;Married;11;1;2.0;171.63;0
0.0;11.0;4;Mobile;4;Married;2;0;0.0;128.63;1
5.0;7.0;5;Phone;5;Married;3;0;3.0;147.18.00;0
1.0;11.0;5;Laptop & Accessory;5;Single;5;0;4.0;167.84;1
10.0;11.0;4;Phone;1;Single;3;0;8.0;146.53.00;0
8.0;7.0;3;Mobile;5;Single;3;0;2.0;12.080.000.000.000.000;0
13.0;10.0;3;Others;3;Divorced;2;0;9.0;290.33.00;0
5.0;18.0;4;Phone;1;Married;5;1;3.0;148.56.00;0
8.0;10.0;2;Phone;5;Married;6;1;1.0;151.07.00;0
13.0;22.0;3;Mobile;3;Married;10;0;0.0;135.44.00;0
1.0;15.0;4;Phone;3;Single;3;0;1.0;144.04.00;1
0.0;6.0;3;Mobile;1;Single;2;1;8.0;12.686.000.000.000.000;1
8.0;11.0;3;Mobile;3;Divorced;2;0;0.0;12.403.999.999.999.900;0
1.0;11.0;5;Phone;3;Single;7;1;4.0;145.28.00;1
15.0;10.0;5;Laptop & Accessory;4;Married;4;0;3.0;214.38.00;0
18.0;16.0;4;Phone;5;Divorced;3;1;2.0;150.59.00;0
13.0;11.0;4;Laptop & Accessory;3;Single;2;0;8.0;170.34.00;0
23.0;6.0;3;Grocery;2;Married;10;0;3.0;273.99;0
6.0;6.0;1;Laptop & Accessory;4;Divorced;2;1;2.0;154.88;0
16.0;8.0;3;Mobile;1;Single;1;0;8.0;135.39.00;0
5.0;9.0;4;Phone;3;Married;2;0;3.0;155.67;0
1.0;15.0;5;Laptop & Accessory;5;Single;8;0;3.0;178.26.00;1
11.0;13.0;2;Laptop & Accessory;5;Married;6;1;8.0;184.74;0
23.0;14.0;5;Fashion;3;Single;10;0;1.0;170.00.00;0
1.0;11.0;4;Laptop & Accessory;3;Married;7;0;1.0;168.06.00;0
4.0;11.0;3;Laptop & Accessory;1;Single;3;0;4.0;152.38.00;0
8.0;17.0;3;Mobile;4;Divorced;2;0;2.0;122.44.00;0
8.0;14.0;3;Grocery;1;Married;6;0;3.0;218.36.00;0
10.0;19.0;5;Fashion;1;Single;2;0;3.0;213.58.00;0
3.0;9.0;4;Laptop & Accessory;3;Divorced;3;0;3.0;171.49.00;0
8.0;21.0;3;Grocery;3;Married;3;1;2.0;257.87;0
0.0;11.0;3;Mobile;4;Single;1;0;2.0;124.22.00;1
16.0;8.0;3;Laptop & Accessory;1;Married;2;0;7.0;156.75;0
6.0;19.0;3;Mobile;2;Single;4;0;2.0;134.52.00;0
13.0;15.0;3;Phone;4;Married;9;1;0.0;136.17.00;0
8.0;8.0;3;Mobile;1;Married;2;0;2.0;12.013.999.999.999.900;0
8.0;10.0;5;Phone;2;Divorced;5;0;1.0;146.77;0
1.0;16.0;4;Phone;5;Divorced;3;0;3.0;150.00.00;0
11.0;11.0;4;Phone;2;Divorced;7;0;1.0;154.73;0
16.0;11.0;1;Phone;4;Married;6;0;2.0;148.76;0
8.0;7.0;5;Fashion;5;Single;5;0;9.0;199.84;0
8.0;11.0;3;Fashion;1;Single;3;0;2.0;193.62;0
4.0;13.0;3;Laptop & Accessory;2;Married;5;0;7.0;175.47.00;0
2.0;8.0;4;Phone;1;Married;3;0;4.0;145.44.00;0
8.0;6.0;3;Mobile;2;Divorced;2;0;0.0;12.722.999.999.999.900;0
8.0;11.0;4;Phone;3;Married;5;1;1.0;156.61;1
14.0;16.0;3;Laptop & Accessory;2;Single;8;0;10.0;162.03.00;0
22.0;14.0;4;Grocery;4;Married;7;0;3.0;231.02.00;0
12.0;9.0;4;Fashion;4;Single;9;0;1.0;198.51.00;0
10.0;22.0;6;Laptop & Accessory;1;Married;3;0;12.0;179.06.00;0
4.0;14.0;3;Fashion;2;Married;2;0;9.0;207.93;0
10.0;9.0;4;Phone;3;Single;6;0;10.0;150.19.00;0
10.0;11.0;3;Mobile;1;Married;2;1;2.0;12.325.999.999.999.900;0
0.0;16.0;3;Laptop & Accessory;5;Single;2;0;8.0;142.13.00;1
2.0;11.0;5;Phone;5;Divorced;3;0;4.0;156.96;0
11.0;15.0;3;Phone;1;Married;3;0;3.0;147.71;0
21.0;11.0;3;Fashion;3;Married;4;0;3.0;22.504.000.000.000.000;0
3.0;11.0;3;Laptop & Accessory;3;Divorced;8;1;2.0;147.36.00;0
22.0;12.0;4;Grocery;3;Married;3;1;12.0;23.966.000.000.000.000;0
1.0;13.0;4;Phone;5;Single;4;0;4.0;154.06.00;1
11.0;12.0;4;Laptop & Accessory;2;Married;9;0;5.0;188.47.00;0
0.0;23.0;4;Laptop & Accessory;3;Married;2;0;2.0;143.77;0
8.0;9.0;3;Fashion;2;Married;7;0;8.0;178.23.00;0
15.0;14.0;2;Phone;3;Divorced;3;0;9.0;158.76;0
0.0;6.0;4;Phone;3;Single;1;1;2.0;137.03.00;1
18.0;15.0;4;Laptop & Accessory;3;Married;2;0;12.0;155.93;0
13.0;11.0;4;Laptop & Accessory;1;Married;10;0;3.0;164.02.00;0
8.0;11.0;5;Grocery;3;Married;2;0;8.0;295.46.00;0
9.0;8.0;3;Laptop & Accessory;4;Married;5;1;0.0;169.62;0
12.0;11.0;4;Laptop & Accessory;2;Divorced;5;0;8.0;187.61;0
5.0;11.0;3;Mobile;4;Divorced;2;0;7.0;12.369.999.999.999.900;0
0.0;11.0;3;Laptop & Accessory;3;Single;2;0;7.0;199.81;0
0.0;11.0;4;Laptop & Accessory;3;Single;2;1;3.0;157.44.00;1
12.0;7.0;4;Phone;5;Single;5;0;1.0;151.19.00;0
0.0;11.0;1;Laptop & Accessory;3;Married;3;0;2.0;162.32.00;0
9.0;11.0;2;Laptop & Accessory;5;Married;3;0;11.0;177.08.00;0
9.0;8.0;4;Fashion;3;Married;2;0;0.0;175.96;0
2.0;8.0;3;Grocery;2;Married;8;0;3.0;221.69;1
5.0;6.0;3;Laptop & Accessory;5;Married;5;0;2.0;140.87;0
11.0;6.0;3;Laptop & Accessory;1;Married;8;0;9.0;147.35.00;0
5.0;16.0;3;Fashion;1;Single;3;0;3.0;212.44.00;0
19.0;9.0;5;Laptop & Accessory;1;Married;3;0;10.0;182.07.00;0
0.0;13.0;3;Mobile;3;Married;4;1;7.0;133.39.00;1
3.0;6.0;4;Fashion;3;Single;2;0;8.0;184.74;0
7.0;23.0;4;Laptop & Accessory;1;Married;3;1;3.0;178.68;0
6.0;10.0;4;Laptop & Accessory;5;Married;3;0;4.0;192.25.00;0
15.0;11.0;4;Laptop & Accessory;2;Divorced;1;0;4.0;145.23.00;0
11.0;7.0;5;Phone;5;Married;4;0;3.0;164.02.00;0
6.0;21.0;3;Laptop & Accessory;1;Married;1;1;1.0;12.00;0
0.0;11.0;4;Fashion;5;Single;2;0;9.0;187.22.00;1
14.0;9.0;4;Laptop & Accessory;4;Married;5;0;11.0;181.77;0
23.0;11.0;3;Grocery;5;Married;5;1;2.0;268.08.00;0
8.0;11.0;4;Grocery;1;Single;8;0;9.0;267.75;0
5.0;11.0;2;Mobile;3;Married;7;1;2.0;127.59.00;1
13.0;7.0;3;Fashion;2;Married;2;0;3.0;221.13.00;0
18.0;11.0;3;Others;4;Single;4;0;0.0;280.61;0
1.0;6.0;3;Phone;5;Married;2;0;2.0;135.91;0
8.0;16.0;3;Laptop & Accessory;3;Single;4;1;4.0;161.42.00;0
15.0;18.0;3;Mobile;4;Married;9;0;4.0;127.66;0
15.0;14.0;4;Laptop & Accessory;3;Single;8;0;2.0;175.03.00;0
0.0;15.0;3;Mobile;5;Single;3;1;0.0;131.72;1
3.0;16.0;5;Phone;2;Single;2;0;3.0;164.83;0
10.0;15.0;2;Fashion;5;Married;11;0;6.0;242.13.00;0
1.0;14.0;4;Phone;4;Single;3;0;1.0;151.79;1
8.0;11.0;4;Fashion;4;Divorced;4;0;2.0;232.25.00;0
3.0;13.0;3;Laptop & Accessory;3;Married;2;0;9.0;134.91;0
8.0;8.0;3;Mobile;3;Married;7;0;2.0;122.31.00;0
2.0;16.0;4;Laptop & Accessory;1;Single;3;0;8.0;177.53.00;0
14.0;11.0;4;Fashion;2;Divorced;6;0;3.0;228.22.00;0
8.0;11.0;1;Laptop & Accessory;3;Married;2;0;8.0;134.07.00;0
10.0;7.0;4;Laptop & Accessory;1;Single;6;0;1.0;191.53.00;0
8.0;14.0;2;Laptop & Accessory;1;Married;2;1;10.0;177.02.00;0
1.0;15.0;3;Laptop & Accessory;2;Single;2;0;7.0;152.53.00;0
8.0;11.0;5;Phone;3;Single;1;0;3.0;142.03.00;0
10.0;11.0;3;Laptop & Accessory;3;Divorced;4;1;7.0;144.49.00;0
14.0;7.0;5;Grocery;4;Married;3;0;12.0;260.03.00;0
4.0;22.0;5;Fashion;5;Married;4;0;8.0;196.04.00;0
2.0;9.0;4;Laptop & Accessory;4;Divorced;3;1;6.0;172.79;0
4.0;11.0;4;Fashion;5;Divorced;3;1;9.0;24.416.000.000.000.000;0
0.0;11.0;3;Mobile;1;Married;1;0;1.0;12.522.999.999.999.900;0
3.0;13.0;3;Laptop & Accessory;5;Married;8;0;2.0;147.79;0
9.0;9.0;4;Fashion;1;Married;5;0;12.0;196.99;0
0.0;11.0;3;Mobile;2;Divorced;6;1;4.0;12.436.000.000.000.000;1
10.0;9.0;5;Fashion;3;Married;3;0;1.0;200.96;0
8.0;12.0;3;Mobile;5;Married;5;1;2.0;12.072.999.999.999.900;1
8.0;15.0;3;Others;4;Married;5;1;10.0;298.47.00;0
8.0;11.0;1;Fashion;4;Married;8;0;3.0;21.995.999.999.999.900;0
8.0;6.0;3;Mobile;3;Single;1;0;5.0;12.058.000.000.000.000;1
1.0;20.0;4;Laptop & Accessory;3;Single;5;1;3.0;223.54.00;1
0.0;8.0;3;Phone;1;Single;2;1;3.0;137.06.00;0
8.0;7.0;4;Others;2;Married;5;0;7.0;320.17.00;0
6.0;11.0;4;Mobile;4;Married;7;0;1.0;126.22.00;0
9.0;9.0;4;Fashion;2;Divorced;5;0;12.0;196.99;0
8.0;7.0;4;Laptop & Accessory;1;Married;1;0;0.0;153.63;0
7.0;14.0;4;Laptop & Accessory;3;Married;3;0;9.0;184.68;0
8.0;10.0;4;Phone;5;Divorced;6;0;3.0;148.62;1
4.0;15.0;2;Fashion;5;Divorced;2;1;8.0;23.916.000.000.000.000;0
10.0;11.0;1;Mobile;3;Single;1;0;3.0;135.00.00;0
23.0;11.0;5;Grocery;1;Single;2;1;9.0;244.11.00;0
17.0;9.0;4;Laptop & Accessory;1;Married;3;1;9.0;203.47.00;0
6.0;12.0;2;Phone;4;Married;2;1;6.0;157.98;0
5.0;11.0;4;Laptop & Accessory;1;Single;9;0;0.0;196.79;0
1.0;8.0;4;Phone;1;Married;11;1;3.0;172.87;1
9.0;6.0;4;Fashion;5;Married;3;0;3.0;215.69;0
8.0;16.0;3;Mobile;1;Married;1;0;1.0;12.144.999.999.999.900;0
12.0;9.0;4;Phone;1;Single;7;1;3.0;164.44.00;0
1.0;11.0;5;Laptop & Accessory;2;Single;3;1;5.0;183.28.00;1
12.0;15.0;3;Laptop & Accessory;5;Married;2;0;9.0;151.51.00;0
0.0;11.0;5;Mobile;2;Single;2;1;0.0;123.04.00;1
8.0;10.0;4;Others;4;Married;3;0;8.0;307.00.00;0
8.0;7.0;5;Phone;2;Divorced;3;1;4.0;161.22.00;0
10.0;10.0;4;Laptop & Accessory;4;Single;5;1;3.0;217.78;0
0.0;9.0;3;Mobile;5;Single;2;1;7.0;133.48.00;1
16.0;11.0;4;Laptop & Accessory;4;Married;3;0;9.0;169.34.00;0
4.0;8.0;4;Phone;3;Married;2;0;4.0;145.64;0
8.0;9.0;4;Grocery;5;Divorced;2;0;16.0;268.56.00;0
12.0;11.0;6;Laptop & Accessory;1;Married;5;1;1.0;183.11.00;0
8.0;6.0;4;Mobile;4;Single;2;1;2.0;12.069.999.999.999.900;0
7.0;7.0;5;Phone;5;Single;5;1;3.0;152.99;0
2.0;8.0;5;Laptop & Accessory;1;Married;3;1;8.0;193.34.00;0
9.0;14.0;3;Laptop & Accessory;2;Married;5;0;7.0;150.79;0
23.0;18.0;4;Laptop & Accessory;1;Single;5;0;5.0;170.07.00;0
1.0;9.0;5;Phone;1;Single;3;0;1.0;136.02.00;1
0.0;11.0;3;Mobile;1;Single;2;0;4.0;126.47.00;0
1.0;18.0;4;Laptop & Accessory;5;Divorced;3;1;4.0;172.41.00;0
1.0;9.0;3;Mobile;4;Married;2;0;0.0;128.56.00;0
1.0;11.0;2;Laptop & Accessory;4;Married;3;1;4.0;186.42.00;0
8.0;9.0;5;Laptop & Accessory;5;Married;8;0;10.0;184.57.00;0
13.0;11.0;3;Laptop & Accessory;5;Divorced;2;0;5.0;183.96;0
0.0;6.0;4;Fashion;3;Divorced;6;0;7.0;20.608.999.999.999.900;1
22.0;6.0;3;Grocery;3;Single;5;0;0.0;25.379.000.000.000.000;0
17.0;14.0;4;Fashion;5;Married;10;0;3.0;224.85;0
0.0;8.0;3;Phone;3;Married;7;1;2.0;139.77;0
0.0;15.0;4;Laptop & Accessory;5;Single;8;0;3.0;134.07.00;1
21.0;11.0;3;Mobile;5;Married;9;0;6.0;12.366.999.999.999.900;0
8.0;14.0;3;Laptop & Accessory;3;Single;8;0;0.0;137.08.00;0
4.0;18.0;3;Others;3;Divorced;2;0;8.0;295.45.00;1
0.0;22.0;3;Mobile;4;Married;10;0;2.0;128.11.00;0
10.0;13.0;6;Phone;3;Married;3;0;8.0;152.41.00;0
10.0;21.0;4;Laptop & Accessory;2;Divorced;2;1;12.0;190.86;0
