Tenure;WarehouseToHome;NumberOfDeviceRegistered;PreferedOrderCat;SatisfactionScore;MaritalStatus;NumberOfAddress;Complain;DaySinceLastOrder;CashbackAmount;Churn
01.00;32.00.00;6;Mobile Phone;3;Single;3;0;02.00;147.93;1
03.00;07.00;3;Mobile Phone;4;Married;1;1;07.00;135.79;0
26.00.00;06.00;4;Grocery;3;Married;5;1;;22.964.999.999.999.900;0
;14.00;3;Mobile Phone;3;Single;2;0;00.00;11.903.999.999.999.900;1
02.00;08.00;3;Mobile;4;Married;1;0;02.00;131.08.00;0
06.00;08.00;3;Laptop & Accessory;4;Single;9;0;07.00;151.47.00;0
22.00;36.00.00;4;Fashion;3;Married;5;0;01.00;25.004.000.000.000.000;0
27.00.00;07.00;4;Laptop & Accessory;5;Single;9;0;11.00;208.81;0
23.00;07.00;5;Grocery;3;Single;9;1;08.00;264.64;0
23.00;14.00;3;Mobile Phone;4;Divorced;8;0;02.00;138.75;0
04.00;11.00;5;Laptop & Accessory;4;Married;3;1;08.00;177.09.00;0
;14.00;5;Mobile;5;Divorced;2;1;07.00;121.19.00;1
01.00;08.00;4;Mobile Phone;3;Single;2;0;03.00;158.75;0
01.00;12.00;5;Fashion;1;Married;3;1;09.00;25.307.999.999.999.900;0
19.00;09.00;6;Laptop & Accessory;3;Single;2;0;02.00;191.32.00;0
14.00;16.00;4;Laptop & Accessory;3;Married;5;0;08.00;164.75;0
;16.00;4;Mobile Phone;5;Single;2;0;00.00;114.16.00;1
03.00;08.00;4;Mobile Phone;1;Married;3;0;03.00;162.06.00;0
;16.00;4;Mobile Phone;3;Single;2;0;00.00;112.00.00;0
28.00.00;10.00;3;Laptop & Accessory;3;Divorced;1;1;02.00;140.35.00;0
06.00;09.00;4;Mobile Phone;5;Single;3;0;03.00;149.39.00;0
16.00;19.00;4;Laptop & Accessory;1;Married;5;1;01.00;175.87;0
00.00;07.00;4;Laptop & Accessory;5;Married;2;0;07.00;197.14.00;1
05.00;18.00;3;Grocery;5;Single;1;1;14.00;23.757.999.999.999.900;1
26.00.00;30.00.00;1;Fashion;1;Married;4;0;02.00;170.05.00;0
26.00.00;13.00;3;Others;3;Married;4;0;07.00;286.06.00;0
05.00;11.00;3;Mobile;4;Single;3;0;07.00;127.18.00;0
;07.00;3;Mobile;3;Married;1;0;03.00;12.063.999.999.999.900;0
00.00;;5;Mobile;5;Single;1;0;00.00;123.25.00;1
00.00;11.00;4;Fashion;1;Married;2;1;;22.807.999.999.999.900;0
13.00;29.00.00;4;Fashion;5;Single;3;1;09.00;233.08.00;0
01.00;12.00;4;Mobile Phone;5;Single;3;1;03.00;148.08.00;0
21.00;06.00;4;Others;2;Single;7;0;00.00;282.65;0
;06.00;3;Mobile;3;Single;1;1;02.00;12.153.999.999.999.900;0
01.00;18.00;4;Mobile Phone;4;Divorced;3;0;03.00;147.44.00;0
22.00;08.00;5;Others;1;Single;8;0;01.00;307.65;0
02.00;16.00;4;Mobile Phone;2;Divorced;3;0;05.00;145.07.00;0
;28.00.00;5;Mobile Phone;3;Married;2;0;00.00;11.555.000.000.000.000;1
12.00;25.00.00;6;Laptop & Accessory;1;Married;5;1;01.00;183.11.00;0
;19.00;3;Mobile;4;Divorced;2;0;00.00;12.033.000.000.000.000;0
;23.00;4;Mobile;4;Divorced;2;0;00.00;12.127.000.000.000.000;0
01.00;07.00;4;Laptop & Accessory;3;Divorced;3;0;08.00;177.96;0
15.00;;3;Mobile;5;Married;4;0;02.00;12.575.999.999.999.900;0
11.00;;3;Mobile;5;Single;4;0;00.00;126.19.00;0
12.00;07.00;5;Fashion;3;Single;11;1;01.00;178.81;1
21.00;11.00;4;Laptop & Accessory;3;Single;5;0;01.00;154.76;0
03.00;35.00.00;5;Mobile Phone;5;Single;3;0;05.00;162.85;0
03.00;20.00;5;Laptop & Accessory;4;Married;6;1;04.00;165.25.00;0
17.00;13.00;3;Others;1;Married;1;1;10.00;290.49.00;0
00.00;;3;Mobile;1;Single;2;0;07.00;12.569.999.999.999.900;0
24.00.00;11.00;4;Others;4;Married;5;0;07.00;316.44.00;0
16.00;12.00;4;Mobile Phone;3;Divorced;6;0;01.00;145.93;0
19.00;21.00;3;Others;4;Divorced;6;0;03.00;290.81;0
11.00;08.00;3;Fashion;4;Single;8;0;00.00;173.51.00;0
15.00;08.00;4;Mobile Phone;4;Married;5;0;00.00;148.41.00;0
06.00;13.00;3;Laptop & Accessory;4;Divorced;1;0;02.00;143.02.00;0
05.00;14.00;4;Fashion;1;Single;3;1;11.00;196.43.00;0
15.00;12.00;2;Laptop & Accessory;4;Single;5;0;03.00;193.07.00;0
01.00;15.00;3;Laptop & Accessory;1;Single;2;0;07.00;152.53.00;0
01.00;18.00;5;Mobile Phone;5;Single;3;1;01.00;151.00.00;1
04.00;10.00;1;Mobile Phone;3;Married;9;0;02.00;139.78;0
28.00.00;14.00;4;Laptop & Accessory;1;Married;6;0;08.00;193.54.00;0
01.00;15.00;4;Fashion;3;Single;3;0;;212.26.00;0
13.00;31.00.00;5;Grocery;1;Married;2;0;07.00;245.31.00;0
09.00;15.00;2;Mobile Phone;1;Married;3;0;02.00;147.69;0
14.00;09.00;4;Mobile Phone;3;Married;4;0;03.00;148.45.00;0
00.00;;1;Mobile;1;Married;1;0;07.00;125.44.00;0
01.00;05.00;5;Mobile Phone;4;Married;3;0;01.00;150.96;1
00.00;16.00;4;Fashion;5;Married;10;0;00.00;203.06.00;1
03.00;30.00.00;4;Mobile Phone;2;Single;11;0;03.00;147.01.00;0
08.00;17.00;4;Mobile Phone;3;Married;3;1;01.00;163.15.00;0
11.00;14.00;4;Laptop & Accessory;5;Married;7;1;05.00;167.84;0
17.00;14.00;1;Mobile;2;Divorced;3;1;02.00;128.18.00;0
17.00;33.00.00;4;Grocery;1;Married;3;1;13.00;294.59.00;0
07.00;14.00;3;Laptop & Accessory;5;Divorced;6;0;02.00;165.00.00;0
00.00;10.00;3;Mobile;4;Single;2;0;02.00;132.95;0
01.00;16.00;4;Mobile Phone;5;Single;9;0;05.00;167.00.00;1
19.00;09.00;3;Grocery;4;Divorced;9;0;01.00;266.06.00;0
03.00;22.00;3;Laptop & Accessory;3;Divorced;9;0;02.00;153.01.00;0
14.00;08.00;3;Grocery;5;Divorced;8;0;08.00;265.95;0
28.00.00;08.00;4;Grocery;1;Single;8;0;08.00;298.28.00;0
28.00.00;12.00;4;Others;5;Divorced;6;0;03.00;319.06.00;0
01.00;15.00;2;Laptop & Accessory;4;Married;2;0;03.00;173.51.00;0
25.00.00;06.00;3;Grocery;2;Divorced;3;0;08.00;270.99;0
01.00;08.00;3;Laptop & Accessory;4;Married;5;0;04.00;148.55.00;1
03.00;16.00;4;Laptop & Accessory;3;Divorced;2;0;04.00;165.78;0
15.00;16.00;3;Mobile;3;Married;4;0;03.00;129.36.00;0
09.00;32.00.00;3;Laptop & Accessory;3;Married;7;0;02.00;153.47.00;0
12.00;17.00;4;Laptop & Accessory;3;Married;5;0;03.00;185.77;0
01.00;10.00;4;Laptop & Accessory;5;Divorced;3;1;04.00;166.94;0
05.00;09.00;4;Mobile Phone;2;Married;2;1;03.00;151.95;0
05.00;35.00.00;4;Mobile;4;Single;2;0;01.00;128.37.00;0
06.00;33.00.00;4;Laptop & Accessory;1;Married;2;0;03.00;169.65;0
18.00;14.00;4;Others;1;Married;2;1;11.00;315.49.00;0
13.00;15.00;4;Laptop & Accessory;1;Married;10;0;02.00;148.76;0
09.00;07.00;5;Mobile Phone;3;Married;8;0;08.00;147.58.00;0
09.00;32.00.00;5;Laptop & Accessory;2;Single;6;0;03.00;161.81;0
04.00;14.00;5;Mobile Phone;4;Married;3;0;02.00;146.41.00;0
08.00;14.00;3;Laptop & Accessory;3;Married;2;0;09.00;141.48.00;0
09.00;15.00;4;Laptop & Accessory;4;Married;3;1;02.00;188.47.00;0
01.00;07.00;4;Mobile Phone;1;Single;3;1;09.00;151.86;1
15.00;20.00;4;Laptop & Accessory;3;Single;8;0;03.00;162.44.00;0
24.00.00;15.00;3;Others;4;Married;5;1;10.00;298.47.00;0
24.00.00;13.00;4;Laptop & Accessory;3;Married;3;0;00.00;161.32.00;0
02.00;06.00;3;Fashion;1;Married;2;0;01.00;179.18.00;0
19.00;07.00;1;Grocery;5;Single;2;0;12.00;275.67;0
16.00;12.00;4;Laptop & Accessory;3;Single;2;1;08.00;140.81;0
21.00;16.00;4;Others;4;Married;5;0;09.00;296.65;0
02.00;08.00;3;Laptop & Accessory;1;Married;2;0;03.00;188.53.00;0
06.00;06.00;2;Grocery;3;Married;5;0;05.00;261.84;0
12.00;34.00.00;4;Laptop & Accessory;5;Single;4;0;03.00;142.84;1
30.00.00;18.00;5;Laptop & Accessory;5;Married;6;0;01.00;178.08.00;0
12.00;11.00;4;Mobile Phone;3;Married;9;0;01.00;158.06.00;0
08.00;;4;Mobile;3;Married;1;0;02.00;12.430.000.000.000.000;0
03.00;28.00.00;4;Laptop & Accessory;3;Married;3;1;00.00;163.08.00;1
11.00;32.00.00;5;Laptop & Accessory;1;Married;9;0;04.00;182.31.00;0
00.00;07.00;3;Mobile;3;Single;1;0;02.00;133.75;0
03.00;22.00;6;Mobile Phone;1;Married;2;1;04.00;146.68;0
01.00;16.00;4;Mobile Phone;5;Single;3;0;01.00;150.52.00;0
08.00;14.00;3;Mobile Phone;3;Single;2;0;04.00;143.23.00;0
04.00;07.00;5;Fashion;3;Single;3;0;;209.74;0
05.00;16.00;3;Mobile;3;Married;7;0;03.00;134.33.00;0
31.00.00;22.00;4;Grocery;3;Married;4;1;03.00;282.87;0
04.00;14.00;3;Grocery;4;Single;4;0;00.00;264.22.00;0
12.00;21.00;3;Grocery;5;Single;1;0;10.00;23.341.000.000.000.000;0
07.00;06.00;4;Mobile Phone;2;Divorced;2;1;03.00;136.22.00;0
12.00;30.00.00;3;Laptop & Accessory;1;Single;8;0;07.00;141.08.00;0
00.00;08.00;1;Mobile;5;Single;8;0;01.00;134.24.00;0
14.00;16.00;4;Laptop & Accessory;5;Married;2;0;02.00;179.73;0
18.00;08.00;4;Grocery;2;Divorced;10;0;08.00;267.92;0
;15.00;3;Mobile Phone;5;Married;2;0;00.00;117.09.00;1
11.00;26.00.00;4;Laptop & Accessory;3;Married;5;0;03.00;182.68;0
21.00;14.00;5;Fashion;5;Married;9;1;;225.08.00;1
09.00;09.00;4;Laptop & Accessory;4;Single;7;0;03.00;169.25.00;0
10.00;12.00;3;Laptop & Accessory;1;Married;5;0;01.00;165.02.00;0
08.00;17.00;4;Mobile Phone;4;Married;3;0;01.00;145.08.00;0
25.00.00;06.00;4;Others;3;Married;1;0;09.00;299.99;0
14.00;08.00;3;Grocery;4;Single;2;0;04.00;260.15.00;0
00.00;06.00;4;Laptop & Accessory;5;Married;2;0;07.00;197.14.00;1
01.00;16.00;5;Mobile Phone;3;Divorced;2;1;01.00;158.88;1
14.00;16.00;5;Laptop & Accessory;4;Single;2;0;09.00;161.51.00;0
11.00;16.00;3;Laptop & Accessory;3;Married;4;0;02.00;160.77;0
03.00;09.00;4;Mobile Phone;4;Married;2;0;03.00;156.08.00;0
00.00;28.00.00;4;Mobile;4;Married;2;0;00.00;128.63;1
19.00;36.00.00;4;Mobile Phone;1;Single;7;0;04.00;159.52.00;0
20.00;08.00;4;Mobile;1;Single;2;1;02.00;132.94;0
;07.00;4;Mobile;4;Married;1;0;02.00;122.69;0
28.00.00;29.00.00;4;Grocery;3;Married;5;0;08.00;299.26.00;0
;20.00;3;Mobile;5;Divorced;2;1;08.00;122.35.00;0
05.00;31.00.00;4;Laptop & Accessory;1;Single;4;0;05.00;177.38.00;0
00.00;06.00;3;Laptop & Accessory;3;Married;1;0;02.00;148.98;0
;30.00.00;4;Mobile;3;Single;6;1;03.00;120.28.00;1
15.00;;1;Laptop & Accessory;4;Divorced;7;1;00.00;123.72;0
00.00;30.00.00;5;Mobile Phone;2;Single;2;1;00.00;111.18.00;1
05.00;15.00;2;Mobile Phone;4;Single;11;0;03.00;146.09.00;0
05.00;10.00;4;Mobile Phone;5;Married;3;1;04.00;155.65;0
15.00;08.00;3;Grocery;5;Divorced;1;0;07.00;276.65;0
02.00;15.00;4;Mobile Phone;1;Single;3;0;03.00;158.01.00;0
01.00;15.00;3;Laptop & Accessory;4;Divorced;2;0;03.00;173.51.00;0
24.00.00;09.00;4;Others;3;Married;4;1;08.00;317.37.00;0
16.00;31.00.00;4;Fashion;5;Divorced;3;1;09.00;199.06.00;0
01.00;14.00;6;Laptop & Accessory;3;Single;3;1;07.00;185.74;1
00.00;11.00;3;Mobile;3;Single;2;1;00.00;128.51.00;1
29.00.00;15.00;3;Grocery;2;Divorced;8;0;;21.102.999.999.999.900;0
20.00;14.00;4;Laptop & Accessory;3;Divorced;4;0;01.00;177.58.00;0
20.00;11.00;3;Others;3;Divorced;5;0;01.00;283.00.00;0
07.00;09.00;5;Laptop & Accessory;5;Single;4;0;12.00;147.59.00;0
19.00;13.00;3;Laptop & Accessory;3;Divorced;3;0;00.00;152.58.00;0
09.00;10.00;4;Fashion;1;Married;8;0;09.00;203.23.00;0
13.00;08.00;1;Laptop & Accessory;4;Married;2;0;07.00;142.44.00;0
06.00;07.00;4;Laptop & Accessory;4;Married;3;0;10.00;187.02.00;0
10.00;16.00;4;Laptop & Accessory;2;Married;3;1;00.00;166.94;0
09.00;09.00;4;Mobile Phone;1;Married;3;0;03.00;145.14.00;0
01.00;15.00;6;Mobile Phone;5;Married;3;0;02.00;149.51.00;0
01.00;08.00;4;Mobile;4;Divorced;1;0;04.00;132.01.00;0
12.00;16.00;3;Laptop & Accessory;5;Married;3;0;07.00;153.77;0
05.00;07.00;3;Fashion;1;Married;2;0;07.00;204.22.00;0
08.00;14.00;4;Mobile Phone;3;Married;2;1;08.00;148.08.00;0
01.00;07.00;4;Laptop & Accessory;4;Married;3;0;05.00;188.97;0
00.00;14.00;1;Mobile;3;Married;8;0;02.00;135.17.00;0
16.00;15.00;3;Laptop & Accessory;3;Married;4;1;07.00;156.79;0
18.00;35.00.00;2;Grocery;2;Divorced;5;1;12.00;258.02.00;0
05.00;12.00;4;Laptop & Accessory;1;Married;3;0;03.00;179.76;0
06.00;10.00;3;Laptop & Accessory;4;Married;6;0;07.00;130.55.00;0
;11.00;3;Laptop & Accessory;1;Married;4;0;00.00;12.086.000.000.000.000;1
09.00;08.00;4;Fashion;3;Divorced;2;0;00.00;175.96;0
24.00.00;11.00;3;Grocery;4;Married;2;1;10.00;240.26.00;0
10.00;07.00;5;Laptop & Accessory;3;Married;2;0;03.00;168.74;0
22.00;09.00;3;Laptop & Accessory;4;Divorced;5;0;03.00;206.02.00;0
06.00;07.00;4;Mobile Phone;1;Married;2;0;03.00;148.14.00;0
03.00;09.00;4;Laptop & Accessory;3;Married;3;0;03.00;171.49.00;0
00.00;;3;Mobile;4;Single;2;1;00.00;124.72;1
00.00;;3;Mobile;4;Married;3;1;02.00;12.372.999.999.999.900;1
01.00;16.00;4;Mobile Phone;5;Single;4;1;01.00;156.72;1
05.00;10.00;3;Mobile Phone;4;Married;3;0;02.00;139.31.00;0
10.00;16.00;3;Laptop & Accessory;4;Single;3;1;01.00;141.97;0
27.00.00;25.00.00;3;Fashion;4;Divorced;3;0;01.00;207.25.00;0
00.00;08.00;3;Mobile Phone;3;Single;7;0;01.00;143.82;1
15.00;08.00;4;Laptop & Accessory;2;Single;4;0;00.00;167.81;0
05.00;08.00;3;Laptop & Accessory;4;Married;1;1;02.00;140.78;0
21.00;09.00;5;Mobile Phone;1;Married;11;1;01.00;148.08.00;1
14.00;09.00;4;Mobile Phone;3;Married;4;0;03.00;145.01.00;0
11.00;06.00;1;Mobile;3;Divorced;2;0;00.00;128.44.00;0
10.00;08.00;6;Fashion;5;Married;4;1;;227.52.00;0
14.00;09.00;4;Others;3;Married;2;0;13.00;305.41.00;0
00.00;10.00;4;Laptop & Accessory;2;Single;2;1;03.00;144.87;0
19.00;31.00.00;4;Mobile Phone;4;Single;3;0;05.00;146.77;0
03.00;21.00;4;Fashion;5;Married;3;0;07.00;171.04.00;0
11.00;06.00;4;Fashion;3;Single;10;1;00.00;153.81;1
03.00;18.00;3;Laptop & Accessory;3;Single;1;0;04.00;165.77;0
10.00;15.00;4;Laptop & Accessory;4;Married;2;0;03.00;141.89;0
21.00;13.00;3;Laptop & Accessory;5;Married;5;0;02.00;154.86;0
14.00;07.00;4;Laptop & Accessory;1;Married;6;0;04.00;190.13.00;0
09.00;14.00;1;Fashion;5;Married;10;0;;217.13.00;0
11.00;08.00;6;Laptop & Accessory;1;Married;3;0;;220.25.00;0
05.00;06.00;3;Mobile;5;Single;2;0;00.00;129.56.00;0
09.00;15.00;4;Mobile Phone;3;Single;3;0;05.00;168.23.00;0
28.00.00;10.00;4;Laptop & Accessory;5;Married;4;0;06.00;184.04.00;0
09.00;28.00.00;4;Laptop & Accessory;1;Married;3;1;08.00;165.14.00;0
24.00.00;06.00;4;Others;3;Married;6;1;01.00;318.31.00;0
00.00;31.00.00;4;Mobile;4;Single;5;1;02.00;123.13.00;1
04.00;11.00;3;Laptop & Accessory;5;Single;1;0;07.00;199.36.00;0
02.00;15.00;3;Mobile;3;Married;10;0;02.00;129.74;0
08.00;09.00;5;Mobile Phone;5;Single;3;0;04.00;168.81;0
01.00;12.00;4;Mobile;2;Single;3;0;01.00;135.51.00;0
31.00.00;25.00.00;4;Fashion;2;Single;8;0;;230.12.00;0
17.00;07.00;3;Mobile;1;Married;5;1;02.00;131.95;0
10.00;19.00;3;Laptop & Accessory;1;Married;2;0;07.00;142.85;0
01.00;20.00;4;Laptop & Accessory;5;Married;4;0;03.00;167.33.00;1
12.00;06.00;2;Fashion;2;Married;1;0;07.00;196.13.00;0
16.00;07.00;4;Mobile Phone;5;Married;5;0;03.00;150.76;0
06.00;15.00;5;Laptop & Accessory;4;Married;3;1;10.00;177.28.00;0
03.00;28.00.00;2;Fashion;5;Married;3;0;;224.08.00;0
09.00;15.00;4;Mobile Phone;2;Divorced;3;0;03.00;150.72;0
17.00;17.00;4;Mobile Phone;1;Single;2;0;08.00;149.55.00;0
12.00;17.00;3;Fashion;1;Married;2;0;07.00;176.54.00;1
16.00;33.00.00;3;Fashion;5;Married;9;0;01.00;208.02.00;0
00.00;;4;Mobile;1;Married;6;0;03.00;12.366.999.999.999.900;1
25.00.00;08.00;4;Mobile;2;Single;8;0;02.00;132.12.00;0
20.00;33.00.00;5;Laptop & Accessory;4;Single;10;0;03.00;204.91;0
12.00;12.00;1;Fashion;3;Married;3;0;06.00;182.37.00;0
07.00;09.00;3;Mobile Phone;2;Divorced;1;0;02.00;137.37.00;0
12.00;12.00;4;Fashion;5;Married;5;0;07.00;199.91;0
01.00;31.00.00;4;Mobile Phone;4;Married;3;1;01.00;149.08.00;1
18.00;10.00;3;Laptop & Accessory;4;Married;2;0;08.00;144.47.00;0
07.00;09.00;3;Laptop & Accessory;1;Single;1;0;04.00;177.56.00;0
14.00;31.00.00;4;Laptop & Accessory;2;Married;3;0;08.00;158.19.00;0
12.00;07.00;4;Fashion;5;Married;3;0;12.00;260.82;0
16.00;17.00;3;Fashion;3;Married;2;0;09.00;175.01.00;0
30.00.00;11.00;4;Fashion;4;Married;3;1;04.00;205.52.00;0
25.00.00;09.00;6;Laptop & Accessory;4;Married;7;0;03.00;179.82;0
07.00;23.00;4;Laptop & Accessory;1;Married;3;1;03.00;178.68;0
29.00.00;07.00;4;Others;5;Single;2;1;14.00;315.45.00;0
13.00;08.00;3;Others;3;Married;1;0;09.00;294.36.00;0
06.00;14.00;1;Mobile;5;Married;7;0;06.00;131.43.00;0
10.00;07.00;4;Laptop & Accessory;2;Single;6;0;01.00;191.53.00;0
01.00;36.00.00;5;Laptop & Accessory;3;Single;3;0;09.00;170.08.00;1
01.00;19.00;4;Mobile Phone;1;Single;3;0;05.00;151.47.00;0
23.00;23.00;4;Fashion;5;Married;6;0;11.00;232.69;0
04.00;35.00.00;4;Laptop & Accessory;1;Married;2;0;07.00;154.68;0
13.00;08.00;3;Others;3;Married;1;0;12.00;280.41.00;0
27.00.00;09.00;5;Fashion;4;Divorced;4;0;13.00;200.25.00;0
10.00;09.00;4;Laptop & Accessory;4;Married;6;1;01.00;194.62;0
31.00.00;13.00;4;Mobile Phone;3;Divorced;10;0;03.00;147.67;0
26.00.00;29.00.00;3;Grocery;1;Single;7;0;08.00;242.75;0
05.00;14.00;4;Fashion;2;Single;3;1;11.00;196.43.00;0
00.00;08.00;1;Laptop & Accessory;3;Single;1;0;07.00;165.00.00;0
;13.00;2;Mobile;2;Married;5;0;02.00;12.088.999.999.999.900;0
;26.00.00;3;Mobile;1;Married;2;0;02.00;121.57.00;0
04.00;16.00;4;Laptop & Accessory;5;Married;3;0;11.00;155.72;0
07.00;14.00;1;Laptop & Accessory;3;Married;2;0;08.00;167.99;0
00.00;10.00;5;Fashion;1;Married;2;0;08.00;204.00.00;1
11.00;;1;Mobile;3;Married;2;0;03.00;126.01.00;0
21.00;11.00;4;Laptop & Accessory;1;Single;3;1;08.00;166.63;0
60.00.00;27.00.00;3;Grocery;1;Married;5;1;00.00;278.75;0
16.00;;3;Mobile;1;Single;1;0;07.00;12.455.000.000.000.000;0
01.00;32.00.00;5;Mobile Phone;4;Divorced;7;0;02.00;150.46.00;1
13.00;25.00.00;3;Laptop & Accessory;1;Married;9;1;07.00;127.41.00;0
20.00;20.00;3;Laptop & Accessory;3;Married;4;1;02.00;145.91;0
04.00;07.00;5;Fashion;3;Single;3;0;;209.74;0
05.00;15.00;4;Grocery;4;Single;5;0;01.00;289.22.00;0
08.00;;4;Mobile;3;Married;1;0;02.00;12.430.000.000.000.000;0
22.00;24.00.00;3;Laptop & Accessory;2;Married;2;1;07.00;168.04.00;0
30.00.00;16.00;4;Mobile Phone;3;Divorced;4;0;04.00;154.42.00;0
14.00;12.00;3;Fashion;1;Single;4;1;00.00;23.591.000.000.000.000;0
01.00;28.00.00;4;Mobile Phone;3;Married;3;0;01.00;148.77;1
10.00;17.00;4;Fashion;1;Single;3;0;;224.08.00;0
01.00;11.00;3;Laptop & Accessory;1;Single;2;0;02.00;149.08.00;0
07.00;15.00;4;Laptop & Accessory;5;Married;4;0;03.00;188.92;0
00.00;13.00;4;Laptop & Accessory;5;Single;9;0;07.00;168.11.00;0
05.00;09.00;4;Mobile Phone;3;Married;2;0;03.00;155.67;0
11.00;09.00;4;Laptop & Accessory;3;Divorced;6;1;;221.02.00;0
11.00;12.00;4;Laptop & Accessory;1;Married;9;0;05.00;188.47.00;0
15.00;12.00;2;Mobile Phone;3;Married;4;1;04.00;146.27.00;0
;08.00;4;Mobile;3;Single;2;0;00.00;12.274.000.000.000.000;0
08.00;24.00.00;3;Laptop & Accessory;5;Married;1;0;04.00;00.00;0
;17.00;3;Mobile;4;Married;2;0;02.00;122.44.00;0
10.00;09.00;5;Fashion;3;Divorced;3;0;01.00;200.96;0
00.00;14.00;3;Laptop & Accessory;3;Married;1;1;04.00;149.07.00;0
12.00;09.00;5;Mobile Phone;4;Single;3;0;04.00;149.04.00;0
06.00;19.00;3;Mobile;1;Single;4;0;02.00;134.52.00;0
31.00.00;31.00.00;2;Fashion;1;Married;5;1;;219.39.00;0
10.00;33.00.00;1;Laptop & Accessory;3;Single;5;1;03.00;163.97;1
00.00;12.00;4;Mobile;2;Single;2;1;00.00;129.26.00;1
30.00.00;08.00;4;Grocery;2;Single;4;1;03.00;237.26.00;0
20.00;21.00;4;Mobile Phone;4;Divorced;11;1;04.00;174.63;1
17.00;;3;Mobile;1;Single;7;1;02.00;12.436.000.000.000.000;0
01.00;11.00;2;Mobile Phone;5;Married;4;0;03.00;153.19.00;0
29.00.00;15.00;3;Mobile;3;Married;3;0;03.00;129.42.00;0
00.00;;3;Mobile;4;Single;1;0;02.00;124.22.00;1
01.00;09.00;2;Laptop & Accessory;3;Married;3;0;08.00;177.06.00;0
11.00;09.00;5;Laptop & Accessory;1;Married;7;0;01.00;176.63;0
22.00;29.00.00;4;Grocery;1;Married;5;0;08.00;296.74;0
24.00.00;17.00;4;Grocery;4;Single;4;0;;23.142.000.000.000.000;0
00.00;;3;Mobile;5;Single;2;1;02.00;12.380.000.000.000.000;0
09.00;35.00.00;2;Laptop & Accessory;3;Married;3;0;09.00;159.07.00;0
19.00;27.00.00;6;Fashion;5;Married;4;1;08.00;233.51.00;0
23.00;35.00.00;4;Grocery;3;Divorced;1;0;07.00;270.46.00;0
01.00;07.00;4;Mobile Phone;4;Married;3;0;05.00;163.16.00;0
22.00;07.00;3;Grocery;3;Single;5;0;00.00;25.379.000.000.000.000;0
04.00;09.00;3;Mobile;5;Married;2;1;03.00;130.65;0
04.00;32.00.00;5;Fashion;4;Single;4;1;;215.94;1
13.00;08.00;3;Laptop & Accessory;4;Married;8;0;03.00;157.15.00;0
01.00;16.00;5;Mobile Phone;5;Divorced;5;0;03.00;169.00.00;1
06.00;;3;Mobile;2;Single;1;0;02.00;125.00.00;0
05.00;36.00.00;5;Laptop & Accessory;1;Married;3;0;08.00;179.68;0
15.00;16.00;3;Grocery;5;Divorced;1;0;09.00;267.99;0
06.00;17.00;4;Mobile Phone;3;Married;8;0;04.00;159.33.00;0
15.00;08.00;3;Grocery;3;Married;1;1;10.00;278.61;0
15.00;11.00;6;Laptop & Accessory;4;Married;8;0;03.00;189.03.00;0
03.00;09.00;5;Laptop & Accessory;4;Divorced;4;0;01.00;191.44.00;0
11.00;09.00;3;Mobile;3;Married;4;0;02.00;128.21.00;0
05.00;18.00;4;Laptop & Accessory;5;Married;3;1;02.00;193.33.00;0
03.00;13.00;4;Mobile Phone;5;Divorced;9;1;03.00;149.04.00;1
10.00;24.00.00;5;Laptop & Accessory;4;Married;4;0;04.00;180.07.00;0
19.00;09.00;6;Laptop & Accessory;3;Single;2;0;02.00;191.32.00;0
09.00;09.00;4;Laptop & Accessory;5;Married;4;0;01.00;175.93;0
;13.00;3;Mobile Phone;3;Married;2;0;00.00;11.274.000.000.000.000;0
;18.00;4;Mobile;5;Divorced;2;0;00.00;12.033.000.000.000.000;1
29.00.00;09.00;5;Others;5;Married;10;0;01.00;315.38.00;0
13.00;;4;Mobile;1;Single;1;1;03.00;12.341.999.999.999.900;0
11.00;;3;Mobile;3;Married;3;1;07.00;12.655.000.000.000.000;1
18.00;19.00;1;Grocery;3;Single;7;1;08.00;236.95;1
10.00;12.00;2;Laptop & Accessory;5;Married;5;1;07.00;159.74;0
08.00;16.00;3;Mobile Phone;1;Married;2;0;02.00;139.17.00;0
01.00;09.00;4;Mobile Phone;4;Single;3;0;01.00;138.93;1
08.00;07.00;4;Fashion;1;Single;3;0;;223.88;0
06.00;08.00;5;Mobile Phone;4;Married;2;0;03.00;147.69;0
01.00;27.00.00;4;Laptop & Accessory;3;Single;2;0;03.00;147.72;0
09.00;14.00;4;Fashion;5;Single;2;0;09.00;175.87;0
03.00;31.00.00;3;Laptop & Accessory;3;Married;8;1;02.00;147.36.00;0
09.00;11.00;3;Fashion;5;Married;5;0;02.00;180.08.00;0
30.00.00;06.00;3;Laptop & Accessory;3;Divorced;3;0;02.00;167.55.00;0
25.00.00;09.00;4;Fashion;3;Married;3;1;04.00;179.69;0
23.00;08.00;3;Grocery;5;Married;2;0;07.00;279.24.00;0
06.00;06.00;4;Laptop & Accessory;1;Single;1;0;04.00;169.49.00;0
;08.00;4;Mobile;3;Single;7;1;00.00;120.09.00;1
13.00;10.00;5;Laptop & Accessory;3;Married;2;0;08.00;155.69;0
14.00;08.00;3;Grocery;5;Married;8;0;08.00;265.95;0
00.00;;4;Mobile;2;Single;2;0;00.00;12.563.999.999.999.900;1
24.00.00;31.00.00;4;Grocery;3;Divorced;5;1;06.00;264.73;0
