user_id,age,gender,education_level,employment_status,job_title,monthly_income_usd,monthly_expenses_usd,savings_usd,has_loan,loan_type,loan_amount_usd,loan_term_months,monthly_emi_usd,loan_interest_rate_pct,debt_to_income_ratio,credit_score,savings_to_income_ratio,region,record_date,cluster,pca1,pca2,risk_score,risk_category,Alert_Timestamp,Alert_Priority
U09489,24,Male,Master,Employed,Unemployed,4501.08,2814.42,459753.42,Yes,Home,274803.92,300,6329.66,27.61,1.41,745,8.51,Africa,2024-02-13,1,0.2925695010219242,1.5968638961449158,52.76,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09490,48,Male,Other,Employed,Student,7052.18,5967.79,479371.49,Yes,Education,322399.34,24,14077.78,4.54,2.0,660,5.66,Europe,2023-08-19,1,0.796983549383778,0.4545009942760126,31.06,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09493,49,Female,Other,Student,Student,5334.45,3913.99,101319.64,No,,0.0,0,0.0,0.0,0.0,417,1.58,Europe,2025-07-09,2,-0.7445765452361299,-1.5665404520699688,79.62,Low Risk,2026-01-08 17:56:47,CRITICAL
U09495,56,Male,Bachelor,Employed,Teacher,3451.56,2225.37,11993.54,Yes,Car,422421.71,12,39589.18,22.26,11.47,615,0.29,Europe,2025-02-15,3,5.646831784831253,-1.1313935772144834,-267.76,,2026-01-08 17:56:47,CRITICAL
U09498,18,Other,Bachelor,Employed,Engineer,2175.76,1392.16,126295.45,Yes,Education,131647.24,60,3937.68,25.95,1.81,571,4.84,Europe,2021-07-31,0,0.5871635096474797,-0.0539068713958363,32.57,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09499,39,Female,Other,Employed,Salesperson,3945.38,3259.5,423163.14,No,,0.0,0,0.0,0.0,0.0,411,8.94,Europe,2025-01-22,1,-0.4304199638219314,0.2441401138008988,79.34,Low Risk,2026-01-08 17:56:47,CRITICAL
U09500,63,Male,High School,Employed,Engineer,3709.35,2983.17,45245.4,No,,0.0,0,0.0,0.0,0.0,323,1.02,Asia,2025-02-20,2,-0.4114143413880368,-2.105748387717221,75.2,Low Risk,2026-01-08 17:56:47,CRITICAL
U09503,40,Male,Bachelor,Unemployed,Salesperson,6867.62,5674.93,337338.28,No,,0.0,0,0.0,0.0,0.0,383,4.09,Asia,2025-02-19,2,-0.9784825167921446,-1.115525525960315,78.02,Low Risk,2026-01-08 17:56:47,CRITICAL
U09504,41,Male,Bachelor,Self-employed,Student,4395.91,3630.82,373216.99,No,,0.0,0,0.0,0.0,0.0,356,7.08,Asia,2021-08-22,2,-0.5205123663934965,-0.4663852677159324,76.75,Low Risk,2026-01-08 17:56:47,CRITICAL
U09506,60,Male,High School,Employed,Accountant,3966.68,3258.73,102844.0,No,,0.0,0,0.0,0.0,0.0,471,2.16,Europe,2025-07-21,2,-0.439115446141989,-1.168285847307309,82.16,Low Risk,2026-01-08 17:56:47,CRITICAL
U09508,40,Female,High School,Employed,Teacher,4690.48,2429.42,327108.38,No,,0.0,0,0.0,0.0,0.0,450,5.81,Asia,2024-03-29,2,-0.7131101504668632,-0.3616898333293192,81.18,Low Risk,2026-01-08 17:56:47,CRITICAL
U09515,45,Female,Bachelor,Employed,Engineer,1041.98,482.05,80142.08,Yes,Home,172981.01,120,3306.34,19.68,3.17,553,6.41,Asia,2024-09-15,1,0.9836984053707905,0.2670238735514552,-9.08,,2026-01-08 17:56:47,CRITICAL
U09516,44,Female,Master,Self-employed,Salesperson,4995.58,2972.08,406627.41,Yes,Education,394649.72,36,13004.59,11.45,2.6,716,6.78,Asia,2024-04-07,1,1.0551856131721449,1.0110210491186444,15.69,High Risk,2026-01-08 17:56:47,CRITICAL
U09518,28,Male,Other,Student,Doctor,7448.77,2624.0,20200.6,Yes,Home,332003.16,120,7032.73,22.75,0.94,782,0.23,Africa,2023-12-19,0,-0.5365290940892589,-0.3164125220932332,52.4,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09520,50,Female,Bachelor,Self-employed,Salesperson,3259.48,2653.64,20940.91,Yes,Car,444185.5,24,20634.54,10.67,6.33,663,0.54,Other,2022-11-12,3,2.9164834419712924,-0.7852695238589174,-98.7,,2026-01-08 17:56:47,CRITICAL
U09521,59,Female,High School,Employed,Salesperson,1589.1,1313.81,189261.13,No,,0.0,0,0.0,0.0,0.0,405,9.92,Asia,2022-04-21,1,0.0059164539600021,0.4875462635866206,79.06,Low Risk,2026-01-08 17:56:47,CRITICAL
U09522,62,Male,Master,Employed,Teacher,6669.4,5439.35,390748.97,Yes,Home,461455.94,240,10301.06,26.65,1.54,502,4.88,North America,2021-09-21,2,0.3713921273541198,-0.4235551055728689,37.42,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09523,22,Male,Other,Student,Manager,2698.81,833.84,217966.44,Yes,Car,450118.32,120,9014.42,21.05,3.34,418,6.73,Other,2022-08-10,1,1.1664921508112571,-0.2885313256072466,-20.53,,2026-01-08 17:56:47,CRITICAL
U09524,69,Female,Bachelor,Self-employed,Teacher,2770.05,1356.94,114066.29,No,,0.0,0,0.0,0.0,0.0,447,3.43,Europe,2025-01-14,2,-0.3097064958749606,-0.9437443576903836,81.04,Low Risk,2026-01-08 17:56:47,CRITICAL
U09526,31,Female,Bachelor,Employed,Manager,4815.33,3324.41,533067.11,Yes,Business,131650.44,12,11725.95,12.47,2.44,649,9.23,Europe,2023-01-24,1,0.9790238943565844,1.3246305835725145,17.34,High Risk,2026-01-08 17:56:47,CRITICAL
U09530,56,Male,Master,Employed,Accountant,3200.41,2217.36,225675.99,Yes,Car,89247.18,36,2861.77,9.57,0.89,805,5.88,Other,2022-02-18,0,0.1414865209487569,1.238001692200558,71.18,Low Risk,2026-01-08 17:56:47,CRITICAL
U09531,61,Male,Bachelor,Employed,Engineer,4603.49,2502.13,449728.93,No,,0.0,0,0.0,0.0,0.0,476,8.14,North America,2024-04-05,1,-0.6777116514006566,0.3315634342539489,82.4,Low Risk,2026-01-08 17:56:47,CRITICAL
U09532,43,Female,Bachelor,Self-employed,Manager,6302.69,4888.83,39777.99,No,,0.0,0,0.0,0.0,0.0,309,0.53,Africa,2022-07-20,2,-0.9162430436938678,-2.318781751190638,74.54,Low Risk,2026-01-08 17:56:47,CRITICAL
U09537,38,Female,High School,Unemployed,Driver,6052.8,3293.06,277832.5,No,,0.0,0,0.0,0.0,0.0,423,3.83,Europe,2021-10-19,2,-0.9956741932333468,-0.9871699753374747,79.91,Low Risk,2026-01-08 17:56:47,CRITICAL
U09539,26,Male,High School,Employed,Engineer,2638.6,1468.94,209734.83,Yes,Business,81504.85,300,486.49,5.21,0.18,339,6.62,Asia,2022-08-02,2,-0.187240466806224,-0.6351804229879572,70.55,Low Risk,2026-01-08 17:56:47,CRITICAL
U09540,21,Male,Master,Employed,Student,500.0,209.92,26423.74,Yes,Car,79949.09,300,805.07,11.37,1.61,476,4.4,Other,2022-05-22,2,0.5592709235078575,-0.5563649788306693,34.1,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09541,63,Female,Master,Employed,Accountant,6013.3,2221.16,699907.13,No,,0.0,0,0.0,0.0,0.0,330,9.7,Africa,2023-05-01,1,-1.0931440731117297,0.0566219940187774,75.53,Low Risk,2026-01-08 17:56:47,CRITICAL
U09542,34,Male,Master,Employed,Unemployed,4560.73,1902.17,198944.48,Yes,Home,122808.99,12,11483.0,21.81,2.52,511,3.64,Asia,2022-08-11,2,0.8772464958322055,-0.6662746166910625,8.45,High Risk,2026-01-08 17:56:47,CRITICAL
U09543,36,Male,Master,Employed,Driver,3832.36,2049.59,268028.5,Yes,Car,11049.31,36,394.65,17.13,0.1,350,5.83,Asia,2023-02-05,2,-0.4721993583629638,-0.7940512293584735,73.47,Low Risk,2026-01-08 17:56:47,CRITICAL
U09544,33,Other,Master,Employed,Student,500.0,345.64,50717.15,Yes,Business,493960.0,36,16832.04,13.79,33.66,706,8.45,North America,2024-09-01,3,8.021293728175966,1.350758417278929,-916.58,,2026-01-08 17:56:47,CRITICAL
U09545,47,Female,Other,Student,Student,2460.55,1582.77,218435.01,Yes,Home,121730.63,60,3881.02,29.23,1.58,549,7.4,North America,2021-08-09,1,0.4837589746666303,0.4797366277446723,38.44,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09546,37,Female,High School,Employed,Driver,3534.38,2569.42,238063.44,Yes,Home,59674.72,24,2622.02,5.15,0.74,832,5.61,Asia,2022-09-22,0,0.038061038472693,1.2881826215607992,76.95,Low Risk,2026-01-08 17:56:47,CRITICAL
U09547,31,Female,Master,Unemployed,Manager,500.0,163.4,55398.52,Yes,Home,375006.42,60,10781.64,23.97,21.56,763,9.23,Other,2023-05-19,3,5.205645809094046,1.84279442402996,-550.89,,2026-01-08 17:56:47,CRITICAL
U09549,46,Female,Bachelor,Employed,Accountant,500.0,277.38,10660.28,Yes,Car,340871.58,24,15833.53,10.66,31.67,575,1.78,North America,2025-07-03,3,7.534525319807746,-0.8762406819024122,-863.04,,2026-01-08 17:56:47,CRITICAL
U09550,55,Female,Master,Employed,Unemployed,2912.1,987.87,141432.31,Yes,Business,170703.39,60,3292.24,5.9,1.13,850,4.05,Other,2025-07-10,0,0.1839096736254798,0.989547953210108,66.1,Low Risk,2026-01-08 17:56:47,CRITICAL
U09551,31,Female,Master,Employed,Driver,4659.55,3107.66,467513.84,No,,0.0,0,0.0,0.0,0.0,467,8.36,Europe,2023-11-18,1,-0.6326549675327606,0.343612740556632,81.98,Low Risk,2026-01-08 17:56:47,CRITICAL
U09553,67,Male,Master,Employed,Accountant,5771.86,4876.26,178203.36,No,,0.0,0,0.0,0.0,0.0,441,2.57,Africa,2023-04-09,2,-0.762223955598278,-1.221570427224417,80.75,Low Risk,2026-01-08 17:56:47,CRITICAL
U09554,38,Female,Bachelor,Employed,Accountant,7308.08,4311.94,174254.48,Yes,Business,180303.19,60,5175.45,23.89,0.71,424,1.99,North America,2023-06-19,2,-0.5851951389452312,-1.470666494669962,58.65,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09558,46,Female,Master,Employed,Student,4024.51,2394.28,44580.11,Yes,Home,220731.07,12,21479.37,29.64,5.34,740,0.92,North America,2025-04-18,3,2.597366487352036,-0.3552911407993028,-65.38,,2026-01-08 17:56:47,CRITICAL
U09559,42,Female,High School,Self-employed,Accountant,4809.78,3361.38,500240.86,No,,0.0,0,0.0,0.0,0.0,308,8.67,Africa,2022-04-14,1,-0.6602685614532184,-0.2890156021208729,74.49,Low Risk,2026-01-08 17:56:47,CRITICAL
U09565,34,Other,Master,Employed,Teacher,6960.1,5711.69,271423.76,Yes,Education,433948.84,60,13590.0,28.3,1.95,702,3.25,Asia,2022-09-22,0,0.7388292375101746,0.0477333273153784,34.54,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09569,45,Male,Bachelor,Self-employed,Driver,2733.35,1498.05,218807.76,Yes,Car,471847.72,120,8200.6,17.0,3.0,609,6.67,North America,2025-03-18,1,1.0962684124518904,0.547080315181783,-1.34,,2026-01-08 17:56:47,CRITICAL
U09570,22,Male,Bachelor,Student,Teacher,1479.44,490.49,96726.72,Yes,Business,454698.33,36,16967.8,20.3,11.47,461,5.45,Other,2023-01-29,3,3.732470473286063,-0.4444080185495129,-262.41,,2026-01-08 17:56:47,CRITICAL
U09571,40,Female,Bachelor,Unemployed,Unemployed,6315.77,5126.48,120886.32,No,,0.0,0,0.0,0.0,0.0,311,1.6,Asia,2023-06-19,2,-0.8945714139436459,-2.0457534820735126,74.64,Low Risk,2026-01-08 17:56:47,CRITICAL
U09572,68,Male,High School,Student,Salesperson,3939.76,2172.36,319690.73,No,,0.0,0,0.0,0.0,0.0,441,6.76,North America,2021-08-22,1,-0.5376599590766034,-0.1588570317040939,80.75,Low Risk,2026-01-08 17:56:47,CRITICAL
U09573,19,Female,Master,Student,Engineer,3936.24,1876.96,380019.78,No,,0.0,0,0.0,0.0,0.0,317,8.05,Europe,2024-11-26,1,-0.5750140857109833,-0.3899874460332042,74.92,Low Risk,2026-01-08 17:56:47,CRITICAL
U09577,48,Female,Bachelor,Employed,Doctor,6742.11,5736.58,322338.75,Yes,Car,151205.96,180,3664.84,28.67,0.54,353,3.98,Other,2022-07-04,2,-0.476858203274941,-1.2878952266840775,60.41,Low Risk,2026-01-08 17:56:47,CRITICAL
U09578,66,Female,High School,Student,Doctor,5236.4,2924.64,495365.54,No,,0.0,0,0.0,0.0,0.0,489,7.88,North America,2024-06-18,1,-0.803976853932832,0.3179541590863436,83.01,Low Risk,2026-01-08 17:56:47,CRITICAL
U09579,38,Male,Bachelor,Self-employed,Unemployed,4470.02,1636.11,451810.17,Yes,Education,463828.19,36,18754.7,26.27,4.2,550,8.42,Europe,2024-05-09,1,1.9159032805456704,0.6663120940111049,-40.12,,2026-01-08 17:56:47,CRITICAL
U09585,28,Female,High School,Employed,Manager,1622.97,817.67,65930.49,Yes,Car,35670.05,36,1273.51,17.1,0.78,776,3.39,North America,2022-02-06,0,0.2393851221831815,0.5161849461119256,73.12,Low Risk,2026-01-08 17:56:47,CRITICAL
U09586,54,Female,Bachelor,Employed,Accountant,4257.88,1646.9,69028.38,Yes,Car,419346.23,180,4635.45,10.5,1.09,832,1.35,Africa,2022-11-02,0,0.0122450357821979,0.22245709715985,66.45,Low Risk,2026-01-08 17:56:47,CRITICAL
U09587,63,Male,High School,Employed,Manager,3541.16,2982.29,330260.89,No,,0.0,0,0.0,0.0,0.0,345,7.77,Africa,2022-06-02,1,-0.3568443004566002,-0.3346739191911604,76.24,Low Risk,2026-01-08 17:56:47,CRITICAL
U09588,44,Female,Bachelor,Employed,Unemployed,5758.49,4794.62,375535.56,Yes,Car,23912.6,24,1115.96,11.13,0.19,488,5.43,North America,2023-11-10,2,-0.6135053674198074,-0.3077291394371738,77.26,Low Risk,2026-01-08 17:56:47,CRITICAL
U09590,64,Male,Bachelor,Employed,Salesperson,4377.14,3176.37,487138.64,Yes,Business,196174.98,360,4839.73,29.6,1.11,381,9.27,Asia,2022-06-11,1,0.1292041229492793,0.1712621622043505,44.63,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09591,61,Female,Bachelor,Employed,Teacher,1395.17,901.8,80733.58,Yes,Car,240131.56,360,2250.61,10.8,1.61,757,4.82,Africa,2021-09-25,0,0.557285886149754,0.7827884215279403,47.32,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09592,63,Male,Bachelor,Employed,Engineer,2511.23,1547.97,62380.39,No,,0.0,0,0.0,0.0,0.0,438,2.07,Europe,2022-09-03,2,-0.2237098121688669,-1.31885114870072,80.61,Low Risk,2026-01-08 17:56:47,CRITICAL
U09593,63,Female,Bachelor,Employed,Doctor,5271.3,2933.86,147087.38,Yes,Car,393611.48,360,8970.48,27.34,1.7,577,2.33,North America,2023-04-29,0,0.3941178030026039,-0.6971691683598624,36.15,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09594,33,Female,Master,Employed,Accountant,500.0,379.84,6095.86,No,,0.0,0,0.0,0.0,0.0,494,1.02,Asia,2023-06-25,2,0.2008469921192295,-1.307961327034432,83.25,Low Risk,2026-01-08 17:56:47,CRITICAL
U09595,21,Male,High School,Student,Engineer,6970.7,5238.53,310231.77,Yes,Business,243352.76,240,4350.99,21.13,0.62,725,3.71,Asia,2024-06-01,0,-0.4741842942687466,0.2971097482467429,75.52,Low Risk,2026-01-08 17:56:47,CRITICAL
U09597,46,Female,High School,Unemployed,Salesperson,5964.75,2549.07,506997.52,Yes,Home,414405.48,36,16067.45,23.12,2.69,646,7.08,North America,2023-03-30,1,1.0708000418858996,0.7567336183283958,9.7,High Risk,2026-01-08 17:56:47,CRITICAL
U09598,42,Other,High School,Employed,Unemployed,3440.51,2356.72,334878.59,Yes,Education,211560.09,60,4919.34,13.97,1.43,694,8.11,Other,2024-11-13,1,0.3884195021903087,1.2863388655107255,49.76,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09601,54,Female,Master,Employed,Teacher,9618.14,7000.38,250480.64,Yes,Car,473320.87,240,9598.43,24.13,1.0,533,2.17,Africa,2021-09-28,2,-0.2649773984373941,-0.9730047239024012,55.08,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09602,65,Male,High School,Unemployed,Manager,5190.64,2834.28,202038.88,No,,0.0,0,0.0,0.0,0.0,335,3.24,Asia,2024-05-29,2,-0.8189153555494888,-1.5154929986540298,75.76,Low Risk,2026-01-08 17:56:47,CRITICAL
U09604,66,Male,Bachelor,Employed,Engineer,2554.45,825.03,169979.96,No,,0.0,0,0.0,0.0,0.0,311,5.55,North America,2022-08-26,2,-0.3140103434097853,-1.0200383893136098,74.64,Low Risk,2026-01-08 17:56:47,CRITICAL
U09605,69,Male,Bachelor,Self-employed,Driver,6307.29,2318.73,743014.04,No,,0.0,0,0.0,0.0,0.0,322,9.82,Europe,2025-01-09,1,-1.162543351289296,0.0477932331809896,75.15,Low Risk,2026-01-08 17:56:47,CRITICAL
U09607,36,Male,PhD,Employed,Teacher,3760.11,2267.39,35515.85,Yes,Education,256935.94,180,2296.5,6.91,0.61,754,0.79,Asia,2022-07-18,0,-0.1207340235736794,-0.2522812733195317,77.18,Low Risk,2026-01-08 17:56:47,CRITICAL
U09609,19,Male,Bachelor,Employed,Driver,5623.96,3442.75,120456.25,No,,0.0,0,0.0,0.0,0.0,488,1.78,Africa,2024-03-09,2,-0.8630145610607628,-1.2023342619657449,82.96,Low Risk,2026-01-08 17:56:47,CRITICAL
U09616,31,Female,High School,Employed,Salesperson,2175.54,910.84,211220.51,Yes,Business,337585.1,300,2472.81,7.4,1.14,539,8.09,Other,2024-09-05,1,0.2720631158055482,0.616166654322731,51.16,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09617,21,Male,Master,Unemployed,Unemployed,5047.94,2658.45,303834.03,Yes,Car,275753.27,120,5665.98,21.82,1.12,742,5.02,Other,2023-11-15,0,0.0073662935195588,0.7174339598524213,61.32,Low Risk,2026-01-08 17:56:47,CRITICAL
U09618,20,Female,High School,Employed,Doctor,6193.28,4414.34,717310.84,Yes,Car,391876.99,24,18341.05,11.42,2.96,346,9.65,Europe,2024-01-28,1,1.4506821915721015,0.0431817922945304,-12.52,,2026-01-08 17:56:47,CRITICAL
U09620,19,Male,Master,Employed,Doctor,2261.44,1816.43,142125.71,Yes,Education,462418.31,240,8121.45,20.73,3.59,440,5.24,Asia,2024-12-17,2,1.337936407939657,-0.5565439630023697,-26.99,,2026-01-08 17:56:47,CRITICAL
U09621,58,Male,PhD,Employed,Manager,10515.08,3417.52,116084.84,No,,0.0,0,0.0,0.0,0.0,301,0.92,North America,2021-08-11,2,-1.8748103181731697,-2.268332016295424,74.16,Low Risk,2026-01-08 17:56:47,CRITICAL
U09622,23,Male,PhD,Unemployed,Manager,5290.71,2533.46,258685.37,Yes,Car,197632.63,300,4917.57,29.84,0.93,676,4.07,Asia,2024-06-16,0,-0.1859705433953214,0.1895283540948976,63.91,Low Risk,2026-01-08 17:56:47,CRITICAL
U09623,33,Female,Master,Unemployed,Teacher,1373.05,1085.34,126600.24,No,,0.0,0,0.0,0.0,0.0,350,7.68,Asia,2024-03-17,1,0.0337020700177201,-0.3091862588018457,76.47,Low Risk,2026-01-08 17:56:47,CRITICAL
U09624,62,Female,Bachelor,Employed,Manager,6910.35,2611.73,345989.39,Yes,Home,306745.69,36,10030.84,10.92,1.45,840,4.17,Other,2024-07-17,0,0.0080297783225989,0.9117826196660064,56.03,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09625,54,Female,Master,Employed,Salesperson,6284.81,4840.19,65744.8,Yes,Home,330649.94,300,5224.19,18.78,0.83,478,0.87,Europe,2024-09-26,2,-0.2288552904866281,-1.500658559223668,57.59,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09627,42,Female,High School,Employed,Salesperson,2605.62,1298.84,200260.19,No,,0.0,0,0.0,0.0,0.0,406,6.4,Other,2023-02-18,2,-0.2714744315530316,-0.3889039667994092,79.11,Low Risk,2026-01-08 17:56:47,CRITICAL
U09628,59,Male,Bachelor,Employed,Unemployed,2992.87,1493.54,172244.41,Yes,Education,427818.09,12,41666.78,29.81,13.92,813,4.8,Other,2023-07-18,3,6.370775218902071,0.8609789311978975,-319.34,,2026-01-08 17:56:47,CRITICAL
U09629,36,Female,Master,Employed,Student,3534.93,1732.55,4733.11,No,,0.0,0,0.0,0.0,0.0,488,0.11,Asia,2024-08-23,2,-0.4772002197375073,-1.5916866141643775,59.56,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09632,58,Female,High School,Employed,Teacher,3212.69,2318.78,336922.54,No,,0.0,0,0.0,0.0,0.0,356,8.74,Other,2022-05-30,1,-0.3332880633303062,-0.0404698964073494,76.75,Low Risk,2026-01-08 17:56:47,CRITICAL
U09633,39,Male,High School,Employed,Doctor,2827.37,2413.56,192548.52,No,,0.0,0,0.0,0.0,0.0,472,5.68,Europe,2023-10-14,2,-0.2147122030373364,-0.2791366294342017,82.21,Low Risk,2026-01-08 17:56:47,CRITICAL
U09634,28,Female,High School,Employed,Teacher,500.0,317.72,45169.78,Yes,Home,292346.7,60,9336.67,29.32,18.67,305,7.53,Other,2025-03-09,3,4.511713573557665,-0.6052561865359839,-485.75,,2026-01-08 17:56:47,CRITICAL
U09635,21,Male,Bachelor,Self-employed,Driver,1760.04,1526.56,83866.16,Yes,Education,307361.94,180,6829.5,26.11,3.88,310,3.97,Asia,2023-07-07,2,1.3543415424934688,-1.4404588563111995,-41.81,,2026-01-08 17:56:47,CRITICAL
U09636,69,Male,Bachelor,Employed,Doctor,4292.55,1708.4,23314.32,No,,0.0,0,0.0,0.0,0.0,355,0.45,Africa,2023-03-31,2,-0.6928625848490759,-2.105854494315182,73.71,Low Risk,2026-01-08 17:56:47,CRITICAL
U09639,20,Female,Bachelor,Employed,Engineer,4161.61,3407.97,14062.8,Yes,Home,313704.2,240,5403.25,20.3,1.3,844,0.28,North America,2022-08-09,0,0.3287230079550386,0.0033452619393057,47.52,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09640,65,Male,Master,Employed,Salesperson,6314.69,2662.9,200515.1,Yes,Car,279957.56,240,6247.2,26.64,0.99,702,2.65,Asia,2023-06-25,0,-0.3025732146516677,-0.060446995185194,63.34,Low Risk,2026-01-08 17:56:47,CRITICAL
U09641,24,Male,High School,Student,Unemployed,3771.64,2377.58,260131.22,No,,0.0,0,0.0,0.0,0.0,346,5.75,Asia,2024-04-05,2,-0.4812141257110306,-0.8306855173412991,76.28,Low Risk,2026-01-08 17:56:47,CRITICAL
U09642,23,Male,Bachelor,Employed,Engineer,2164.24,669.51,11450.67,Yes,Education,208798.62,120,2195.29,4.81,1.01,537,0.44,North America,2022-07-12,2,0.1905304181354714,-1.2853111165365254,51.37,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09643,63,Female,PhD,Employed,Doctor,9455.45,6198.19,851877.87,No,,0.0,0,0.0,0.0,0.0,315,7.51,Europe,2025-04-29,2,-1.4820399792552694,-0.5860137250886195,74.82,Low Risk,2026-01-08 17:56:47,CRITICAL
U09644,43,Female,Master,Student,Student,2699.44,1863.87,148496.22,Yes,Car,437117.86,24,19061.68,4.41,7.06,692,4.58,Africa,2023-07-17,3,2.969778349803172,0.3551669270210895,-119.24,,2026-01-08 17:56:47,CRITICAL
U09649,40,Female,Master,Employed,Salesperson,2836.55,2335.9,81257.89,Yes,Home,493342.96,24,21698.92,5.25,7.65,653,2.39,Other,2024-11-28,3,3.345371638816638,-0.3729129947306207,-138.77,,2026-01-08 17:56:47,CRITICAL
U09652,66,Female,High School,Employed,Accountant,2356.58,1924.0,165124.53,Yes,Car,127267.93,12,11219.08,10.51,4.76,624,5.84,Other,2023-11-12,1,1.861413942554109,0.3971139507929394,-53.44,,2026-01-08 17:56:47,CRITICAL
U09655,58,Female,Bachelor,Unemployed,Student,4544.27,2735.0,294988.38,Yes,Education,254457.79,120,6706.08,29.99,1.48,849,5.41,Europe,2022-05-13,0,0.3284289352072579,1.290257779118382,55.55,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09656,30,Male,High School,Student,Salesperson,1646.13,524.98,22548.65,Yes,Education,266741.54,360,2568.5,11.14,1.56,453,1.14,Europe,2024-10-22,2,0.4457467599474932,-1.4827977621870452,34.52,Medium Risk,2026-01-08 17:56:47,CRITICAL
U09658,45,Female,Bachelor,Employed,Unemployed,4597.91,2504.4,478631.91,No,,0.0,0,0.0,0.0,0.0,314,8.67,Asia,2025-06-27,1,-0.6887835622231326,-0.2577288594012278,74.78,Low Risk,2026-01-08 17:56:47,CRITICAL
U09659,53,Male,Bachelor,Self-employed,Manager,4277.26,3291.55,471226.09,Yes,Home,128875.25,240,2626.97,24.26,0.61,561,9.18,Asia,2023-05-15,1,-0.1298328929561139,0.9581696381321998,68.1,Low Risk,2026-01-08 17:56:47,CRITICAL
U09661,30,Female,Bachelor,Employed,Salesperson,734.26,307.16,62827.98,Yes,Education,440124.3,60,10387.54,14.64,14.15,367,7.13,Asia,2023-06-09,3,3.736605908995829,-0.4242703448821848,-347.23,,2026-01-08 17:56:47,CRITICAL
U09662,63,Male,Master,Employed,Accountant,7985.05,7021.88,418494.81,Yes,Education,403751.76,180,5039.56,12.74,0.63,493,4.37,Other,2023-06-20,2,-0.5149654368075266,-0.5883272137388601,64.3,Low Risk,2026-01-08 17:56:47,CRITICAL
U09663,28,Female,Master,Employed,Salesperson,2803.35,2509.22,204749.07,No,,0.0,0,0.0,0.0,0.0,404,6.09,Other,2021-09-27,2,-0.2038748691079393,-0.4801508870696154,79.01,Low Risk,2026-01-08 17:56:47,CRITICAL
U09664,69,Female,Bachelor,Employed,Accountant,4947.66,2039.75,218087.46,No,,0.0,0,0.0,0.0,0.0,486,3.67,Europe,2022-03-19,2,-0.820364834478185,-0.7326509972181027,82.87,Low Risk,2026-01-08 17:56:47,CRITICAL
U09667,22,Other,Bachelor,Employed,Doctor,2586.31,895.51,120626.16,No,,0.0,0,0.0,0.0,0.0,334,3.89,Asia,2024-10-04,2,-0.315512834674434,-1.3293530352214655,75.72,Low Risk,2026-01-08 17:56:47,CRITICAL
U09668,39,Male,High School,Employed,Teacher,6126.9,2627.94,205196.1,Yes,Car,230511.94,180,1861.53,5.32,0.3,428,2.79,North America,2023-07-16,2,-0.8421751872575207,-1.227549220815256,71.14,Low Risk,2026-01-08 17:56:47,CRITICAL
U09670,51,Female,Master,Employed,Driver,4296.49,2674.76,25863.07,No,,0.0,0,0.0,0.0,0.0,303,0.5,North America,2022-06-29,2,-0.6015473098437477,-2.327834537381829,74.26,Low Risk,2026-01-08 17:56:47,CRITICAL
U09671,27,Male,High School,Employed,Manager,5018.42,2368.21,466398.03,Yes,Business,92434.77,24,5047.74,27.45,1.01,816,7.74,Europe,2021-12-18,1,-0.0862604325893583,1.7235703859135405,68.1,Low Risk,2026-01-08 17:56:47,CRITICAL
U09678,25,Male,Master,Self-employed,Manager,5937.8,2762.4,429754.51,Yes,Car,174025.46,240,2309.57,15.14,0.39,439,6.03,Africa,2022-03-21,2,-0.7123312205245748,-0.3765136893062948,68.96,Low Risk,2026-01-08 17:56:47,CRITICAL
U09680,41,Male,Master,Employed,Unemployed,3577.81,2830.02,237598.86,No,,0.0,0,0.0,0.0,0.0,460,5.53,Europe,2024-10-05,2,-0.3749584123832705,-0.377749762706964,81.65,Low Risk,2026-01-08 17:56:47,CRITICAL
U09681,21,Male,Master,Employed,Manager,3525.76,2434.23,127716.98,No,,0.0,0,0.0,0.0,0.0,300,3.02,Europe,2025-01-02,2,-0.4167695151548938,-1.7093605377751098,74.12,Low Risk,2026-01-08 17:56:47,CRITICAL
